@relation datos

@attribute tipo {Kumato,Raf,Cherry,Pera,'Corazón de buey'}
@attribute ubicacion {Níjar,Almería,'Roquetas de Mar',Adra,'El Ejido'}
@attribute tamano numeric
@attribute rendimiento numeric
@attribute fertilizante {'abono orgánico',NPK,'abono granulado','abono foliar','abono líquido'}

@data
'Corazón de buey','Roquetas de Mar',5819,3.343529,'abono foliar'
Kumato,'El Ejido',7212,1.794854,'abono líquido'
Raf,Níjar,7278,2.577025,NPK
'Corazón de buey',Adra,8210,3.316504,NPK
Cherry,'Roquetas de Mar',6871,3.756193,'abono líquido'
Pera,Almería,1539,2.886295,'abono foliar'
Cherry,Almería,9444,3.389476,'abono líquido'
Cherry,Almería,8196,1.878633,'abono granulado'
Kumato,'El Ejido',1109,3.204014,'abono foliar'
'Corazón de buey','Roquetas de Mar',5060,1.565076,'abono granulado'
'Corazón de buey','El Ejido',5681,3.311385,'abono foliar'
Cherry,Adra,1883,1.581233,NPK
Pera,'El Ejido',3066,2.950819,NPK
Cherry,Almería,1484,3.454929,'abono orgánico'
'Corazón de buey','Roquetas de Mar',8080,1.980847,NPK
Raf,Almería,6614,2.243809,'abono foliar'
Raf,'El Ejido',3656,1.772573,'abono orgánico'
Kumato,'Roquetas de Mar',1120,1.502571,NPK
Kumato,Almería,7748,2.010355,'abono foliar'
'Corazón de buey',Adra,9767,2.88107,NPK
Kumato,'El Ejido',6718,2.602746,'abono orgánico'
'Corazón de buey',Níjar,6882,3.527557,NPK
'Corazón de buey',Adra,8596,2.779997,'abono granulado'
Kumato,'Roquetas de Mar',7100,4.744663,'abono orgánico'
Pera,'El Ejido',9411,4.543648,NPK
Cherry,Almería,4012,2.816319,'abono granulado'
'Corazón de buey',Adra,5317,1.72773,'abono foliar'
Kumato,Almería,5559,3.885477,'abono foliar'
Kumato,'Roquetas de Mar',8662,1.523144,'abono líquido'
Pera,Adra,2646,2.712327,'abono líquido'
Cherry,Almería,6002,2.053271,'abono orgánico'
Raf,'El Ejido',5701,3.556014,'abono foliar'
Raf,Almería,8271,4.411528,'abono orgánico'
Raf,Níjar,4644,4.41428,'abono orgánico'
Pera,'Roquetas de Mar',9030,4.407256,'abono granulado'
'Corazón de buey','El Ejido',9517,2.59648,NPK
'Corazón de buey',Níjar,1120,3.762631,'abono granulado'
Raf,Adra,6073,1.685114,'abono foliar'
Cherry,'El Ejido',8791,4.013611,'abono orgánico'
Pera,Adra,7025,4.049026,'abono líquido'
'Corazón de buey',Adra,5766,3.02181,NPK
Pera,Níjar,4728,4.235569,'abono foliar'
Cherry,'El Ejido',1129,2.44194,NPK
Pera,'El Ejido',8345,4.347497,NPK
Raf,'El Ejido',9741,2.507577,NPK
Kumato,Almería,5210,4.661691,'abono orgánico'
'Corazón de buey',Adra,9870,1.556203,'abono líquido'
Pera,Níjar,8937,2.583952,'abono líquido'
Cherry,Níjar,8162,3.898484,NPK
'Corazón de buey',Almería,4564,2.711455,'abono líquido'
Kumato,Almería,2202,1.363594,'abono foliar'
'Corazón de buey','El Ejido',8150,1.114712,'abono foliar'
Cherry,'El Ejido',7760,3.189843,'abono orgánico'
Cherry,Adra,1150,1.585356,'abono líquido'
Pera,Almería,5233,2.625414,NPK
Kumato,Almería,8754,4.924305,'abono foliar'
'Corazón de buey','El Ejido',8019,4.934516,NPK
Raf,Adra,7106,4.417964,'abono foliar'
Kumato,'Roquetas de Mar',4797,3.763832,'abono líquido'
'Corazón de buey',Almería,1145,1.240326,'abono líquido'
Pera,'Roquetas de Mar',7924,4.457023,'abono granulado'
Raf,Almería,5031,3.121622,NPK
'Corazón de buey',Almería,1463,4.261022,'abono granulado'
Cherry,'El Ejido',2441,1.464114,NPK
Raf,'El Ejido',8645,4.601174,'abono granulado'
'Corazón de buey',Almería,6422,3.918984,NPK
Cherry,Adra,5888,3.799892,'abono foliar'
Kumato,Níjar,7618,1.591788,NPK
Raf,'Roquetas de Mar',3777,4.42339,NPK
Raf,Almería,8400,4.384163,NPK
Cherry,Almería,7108,2.119767,'abono orgánico'
Raf,Adra,4740,1.737835,'abono orgánico'
Pera,Adra,6363,2.085456,'abono granulado'
Raf,Adra,6156,3.317646,NPK
Raf,Adra,1807,2.175387,'abono granulado'
Pera,Adra,9433,1.778581,'abono líquido'
'Corazón de buey',Almería,8124,2.579517,'abono orgánico'
Cherry,Níjar,3230,2.896036,'abono orgánico'
Pera,'Roquetas de Mar',1648,1.264552,NPK
Cherry,'Roquetas de Mar',4113,2.271301,NPK
'Corazón de buey',Níjar,5894,1.269086,'abono foliar'
Cherry,Almería,7799,2.902149,'abono orgánico'
Pera,Adra,2125,4.247908,'abono líquido'
Pera,'El Ejido',2161,3.932931,'abono granulado'
Kumato,'El Ejido',2068,1.853726,'abono granulado'
Cherry,Níjar,5517,2.559896,NPK
Pera,'El Ejido',2727,4.9668,NPK
'Corazón de buey',Níjar,5695,1.912198,'abono foliar'
Cherry,Níjar,2840,2.824106,'abono orgánico'
Cherry,Almería,6235,4.622874,'abono líquido'
'Corazón de buey',Almería,5113,2.951759,NPK
Raf,Almería,4202,1.71401,'abono granulado'
Raf,Almería,4895,3.969512,'abono orgánico'
'Corazón de buey',Adra,4504,3.23045,'abono granulado'
Pera,Adra,4809,1.607512,'abono granulado'
Raf,'El Ejido',1014,2.195491,NPK
Raf,Adra,6835,4.293525,NPK
Kumato,Níjar,5687,4.259506,'abono orgánico'
Cherry,Níjar,1264,4.766471,'abono líquido'
Raf,Almería,3103,1.223072,'abono foliar'
Kumato,'Roquetas de Mar',6774,3.475448,'abono orgánico'
Cherry,Níjar,4686,4.150406,'abono líquido'
Pera,Níjar,9636,3.508318,'abono granulado'
Cherry,'Roquetas de Mar',3505,2.535747,'abono orgánico'
Cherry,Almería,1702,3.441396,'abono granulado'
Kumato,'Roquetas de Mar',8865,4.958124,NPK
Pera,'Roquetas de Mar',8668,2.675986,'abono líquido'
'Corazón de buey',Níjar,7121,1.891397,'abono foliar'
'Corazón de buey',Níjar,4876,3.649073,NPK
Kumato,'El Ejido',7650,3.5696,'abono foliar'
Kumato,'Roquetas de Mar',2958,3.749264,'abono líquido'
Cherry,Adra,6953,1.847882,'abono foliar'
Raf,'El Ejido',2753,2.740959,'abono líquido'
Raf,'Roquetas de Mar',9542,2.856845,NPK
Cherry,Níjar,3881,2.510966,NPK
Kumato,'El Ejido',3392,1.95713,'abono granulado'
Cherry,'Roquetas de Mar',9692,4.633772,NPK
Cherry,'El Ejido',4651,2.246378,'abono orgánico'
Kumato,Níjar,3043,4.519722,'abono granulado'
Pera,Níjar,3674,3.329357,NPK
Cherry,Almería,5053,1.768654,NPK
'Corazón de buey',Almería,2153,1.797949,'abono granulado'
Raf,'Roquetas de Mar',8997,1.659276,'abono orgánico'
Raf,Níjar,5895,2.556493,'abono foliar'
Cherry,Almería,5894,1.612339,'abono orgánico'
Pera,'El Ejido',5880,3.06542,'abono orgánico'
Cherry,Níjar,1571,1.37149,NPK
Cherry,'Roquetas de Mar',5473,2.967296,NPK
Kumato,Adra,5718,1.18825,'abono líquido'
'Corazón de buey','El Ejido',5068,2.59729,'abono orgánico'
Raf,'El Ejido',6981,2.103766,'abono líquido'
Cherry,Almería,8539,3.349305,'abono líquido'
Raf,'El Ejido',4271,1.047352,'abono granulado'
Cherry,Almería,5902,2.397734,'abono líquido'
'Corazón de buey',Níjar,5066,2.111801,'abono orgánico'
Kumato,'El Ejido',3713,1.831885,'abono orgánico'
Cherry,'Roquetas de Mar',7474,1.728791,NPK
Cherry,Almería,7198,4.855718,'abono foliar'
Raf,'Roquetas de Mar',8408,1.590835,'abono orgánico'
Cherry,Adra,8688,3.942134,'abono granulado'
Pera,Níjar,2895,1.466764,NPK
'Corazón de buey','Roquetas de Mar',2004,2.893755,'abono orgánico'
Pera,Adra,1571,2.196317,'abono granulado'
Cherry,Adra,8499,1.116105,'abono foliar'
Kumato,Almería,7898,3.334125,'abono granulado'
Cherry,Níjar,6149,4.127402,'abono granulado'
Pera,Níjar,4488,4.696467,'abono orgánico'
Kumato,Adra,5397,4.191964,'abono orgánico'
Raf,Níjar,3865,1.220827,'abono orgánico'
Kumato,'Roquetas de Mar',9557,2.181223,'abono granulado'
Pera,Níjar,9506,3.111257,'abono orgánico'
Cherry,'El Ejido',6270,1.216427,NPK
'Corazón de buey',Almería,7069,1.896579,'abono foliar'
Pera,Níjar,9904,3.376335,'abono granulado'
Kumato,Adra,8544,3.345589,'abono foliar'
'Corazón de buey',Adra,3880,3.28577,NPK
Pera,'Roquetas de Mar',3647,1.910569,'abono foliar'
Raf,'El Ejido',2783,4.888057,'abono granulado'
Pera,Adra,3502,2.864206,NPK
'Corazón de buey','Roquetas de Mar',6966,1.866556,'abono líquido'
Pera,Adra,9295,1.532486,NPK
Raf,'Roquetas de Mar',2208,4.510162,'abono orgánico'
Cherry,Adra,3616,2.22395,NPK
'Corazón de buey','El Ejido',5099,2.533939,'abono orgánico'
Pera,'El Ejido',3056,4.863361,'abono granulado'
Kumato,Níjar,7476,2.287348,'abono foliar'
Pera,'Roquetas de Mar',8873,1.687528,'abono foliar'
Kumato,'Roquetas de Mar',7723,1.21813,'abono foliar'
Kumato,'Roquetas de Mar',2069,1.913084,'abono foliar'
Kumato,Adra,7980,1.18336,'abono foliar'
Raf,'Roquetas de Mar',6871,2.567442,'abono foliar'
Raf,Níjar,8451,3.800848,'abono líquido'
Pera,'El Ejido',7730,4.683522,'abono granulado'
Kumato,Almería,9526,4.403485,'abono orgánico'
Pera,Níjar,8874,1.533281,'abono líquido'
Pera,Adra,4023,4.164164,'abono granulado'
Pera,Almería,9422,3.327861,NPK
Pera,Níjar,8586,2.5223,'abono granulado'
Kumato,Níjar,2711,3.013553,NPK
Cherry,'Roquetas de Mar',4163,2.629734,'abono orgánico'
Cherry,Níjar,8469,1.108981,'abono líquido'
Raf,'Roquetas de Mar',3945,2.447698,NPK
Kumato,'El Ejido',6960,2.638349,'abono granulado'
Cherry,Níjar,6346,3.751262,'abono orgánico'
Cherry,Níjar,4632,3.572572,'abono orgánico'
Pera,Níjar,7989,4.207863,'abono líquido'
Cherry,'Roquetas de Mar',3669,4.261606,'abono líquido'
Cherry,Adra,3015,4.268242,'abono foliar'
Cherry,'El Ejido',7912,2.980479,'abono foliar'
Kumato,'El Ejido',4111,4.703985,'abono granulado'
'Corazón de buey',Almería,5977,1.629844,'abono granulado'
'Corazón de buey','El Ejido',8314,1.823114,'abono líquido'
Kumato,Adra,1007,1.226278,'abono líquido'
Raf,Adra,4539,3.296619,NPK
Raf,Adra,4200,2.252515,'abono foliar'
Raf,Adra,3550,3.517767,NPK
Pera,Adra,5622,4.561673,'abono foliar'
Pera,'El Ejido',1970,3.91069,'abono líquido'
Pera,Níjar,7489,1.056289,NPK
'Corazón de buey',Adra,4922,4.666514,'abono granulado'
Cherry,'Roquetas de Mar',5928,1.687873,'abono líquido'
'Corazón de buey','El Ejido',7734,1.182618,'abono líquido'
Pera,'El Ejido',8400,3.123634,'abono foliar'
Pera,'El Ejido',9993,3.954434,'abono foliar'
Raf,'Roquetas de Mar',8653,4.84046,'abono granulado'
Raf,Almería,5946,4.52366,'abono foliar'
Pera,'El Ejido',2736,3.068649,'abono líquido'
Pera,'El Ejido',4814,3.470947,NPK
Cherry,Almería,5436,3.031425,'abono líquido'
Cherry,Almería,6662,4.9168,'abono granulado'
Cherry,Almería,6709,3.086501,NPK
Raf,'Roquetas de Mar',9941,2.155277,'abono granulado'
'Corazón de buey',Níjar,7535,1.417441,'abono líquido'
'Corazón de buey','El Ejido',1968,4.311802,'abono orgánico'
Cherry,'El Ejido',3789,4.569463,'abono orgánico'
Cherry,'El Ejido',8159,3.247978,'abono granulado'
Pera,'El Ejido',8027,1.219021,NPK
Pera,Níjar,7312,1.261501,'abono líquido'
Kumato,'El Ejido',2432,4.234233,'abono foliar'
Kumato,Níjar,4657,3.440579,'abono granulado'
Pera,Almería,1803,2.814106,'abono granulado'
Pera,Níjar,3422,4.869374,'abono foliar'
Cherry,'Roquetas de Mar',3853,4.305594,NPK
'Corazón de buey',Almería,7929,2.584982,'abono líquido'
Raf,'Roquetas de Mar',4879,1.567393,NPK
Pera,Almería,8147,2.140215,'abono líquido'
Raf,Adra,6797,4.734666,'abono líquido'
Kumato,Níjar,2796,2.226078,'abono líquido'
Cherry,Adra,4884,1.412181,'abono orgánico'
Raf,Níjar,1011,2.173253,'abono líquido'
Pera,Almería,9651,2.874576,'abono granulado'
Cherry,Almería,9262,1.984797,'abono granulado'
'Corazón de buey','Roquetas de Mar',2917,2.750088,NPK
Kumato,Almería,6820,3.286697,NPK
Pera,'Roquetas de Mar',7024,4.949485,'abono foliar'
Pera,Almería,5152,1.733776,'abono granulado'
Cherry,Almería,5990,3.290202,'abono foliar'
Raf,'Roquetas de Mar',5857,2.142808,'abono orgánico'
Kumato,Níjar,3142,1.078346,NPK
Raf,'El Ejido',2245,1.578254,'abono foliar'
Raf,Adra,6471,4.819406,'abono orgánico'
Pera,'Roquetas de Mar',4703,3.226266,'abono granulado'
Cherry,Níjar,5393,1.976935,'abono líquido'
Pera,Níjar,8951,3.376023,'abono líquido'
Cherry,'Roquetas de Mar',5291,2.610906,'abono orgánico'
Raf,'Roquetas de Mar',1094,3.679238,'abono orgánico'
Cherry,Adra,9035,1.016246,NPK
Cherry,'El Ejido',2302,1.362617,'abono orgánico'
Cherry,Adra,6579,4.166775,NPK
Raf,'El Ejido',4799,2.647461,'abono orgánico'
Cherry,Adra,2255,2.380856,'abono foliar'
Cherry,'Roquetas de Mar',8986,1.395979,'abono foliar'
'Corazón de buey','El Ejido',6350,4.950918,'abono orgánico'
Raf,Níjar,8084,4.010045,NPK
Kumato,Adra,7834,3.97363,'abono orgánico'
Kumato,Almería,3549,2.173776,'abono foliar'
Kumato,'El Ejido',9230,2.438742,NPK
Kumato,Adra,8119,4.888661,'abono foliar'
'Corazón de buey','Roquetas de Mar',4001,4.485986,NPK
Cherry,Adra,5800,3.520551,'abono foliar'
Kumato,Níjar,9077,3.353308,NPK
Raf,Níjar,6501,2.112475,'abono granulado'
Kumato,Adra,8676,4.558385,NPK
Raf,Adra,3633,1.606816,'abono líquido'
Kumato,Níjar,9245,2.881004,NPK
Raf,Adra,4383,2.885786,NPK
Kumato,Almería,8556,3.857466,'abono foliar'
Cherry,'Roquetas de Mar',5488,2.056211,'abono líquido'
Pera,Adra,4350,4.62995,'abono orgánico'
Raf,'El Ejido',8252,2.985932,'abono orgánico'
'Corazón de buey',Adra,8427,2.232134,NPK
Kumato,Adra,7143,2.052396,'abono líquido'
Cherry,Adra,5284,2.691426,'abono líquido'
Cherry,Adra,3880,2.285169,NPK
Cherry,Níjar,4608,4.067553,'abono líquido'
'Corazón de buey',Adra,1786,1.57988,'abono granulado'
Kumato,'Roquetas de Mar',4485,2.398173,NPK
Kumato,'El Ejido',9689,1.5576,'abono orgánico'
Kumato,'El Ejido',1289,4.939176,NPK
Cherry,Almería,6496,3.813654,NPK
Raf,'El Ejido',5821,3.173404,NPK
Raf,Almería,7971,3.293945,NPK
Kumato,Adra,9610,1.598681,'abono foliar'
Cherry,'Roquetas de Mar',7368,3.798571,'abono granulado'
Cherry,Adra,8300,3.369366,'abono líquido'
Cherry,Níjar,6376,4.481544,'abono orgánico'
Kumato,Níjar,5524,3.717116,'abono líquido'
Pera,'Roquetas de Mar',5332,4.983421,'abono orgánico'
Raf,Almería,4181,4.156392,'abono foliar'
Kumato,Níjar,7459,3.679083,'abono orgánico'
Pera,Adra,9563,1.635232,'abono granulado'
Raf,Almería,9637,3.035744,'abono granulado'
Kumato,Almería,1460,3.209784,'abono granulado'
Kumato,Níjar,2278,4.418468,NPK
'Corazón de buey',Níjar,7065,1.26897,'abono granulado'
Pera,Almería,1572,4.37734,'abono orgánico'
Cherry,'Roquetas de Mar',1879,3.204008,'abono foliar'
Raf,Almería,4314,2.861858,'abono líquido'
'Corazón de buey','Roquetas de Mar',9709,2.762008,'abono granulado'
Pera,Adra,3765,1.831046,'abono foliar'
Kumato,'El Ejido',6174,2.208159,NPK
'Corazón de buey',Níjar,4668,4.700181,NPK
Kumato,Níjar,2802,2.752027,'abono foliar'
Cherry,Almería,8690,4.890835,'abono granulado'
Raf,Adra,5750,1.152333,'abono granulado'
'Corazón de buey',Almería,2511,1.121116,'abono foliar'
Pera,'Roquetas de Mar',2741,3.332844,'abono foliar'
Pera,'El Ejido',8793,1.097101,NPK
Cherry,Níjar,8639,3.257684,NPK
Cherry,Adra,8697,3.793291,'abono líquido'
Pera,Almería,4575,3.895975,'abono líquido'
'Corazón de buey',Níjar,7001,4.285656,NPK
'Corazón de buey','El Ejido',4573,1.691418,'abono foliar'
Cherry,'El Ejido',6299,1.372913,'abono foliar'
Pera,Níjar,1965,2.110359,'abono orgánico'
Raf,'El Ejido',2575,1.829801,'abono foliar'
Cherry,Adra,8999,1.274081,'abono granulado'
Pera,Almería,7345,2.873076,NPK
Kumato,Almería,3710,4.230329,'abono granulado'
Pera,'Roquetas de Mar',3548,3.967203,'abono foliar'
Cherry,'El Ejido',3433,2.661517,'abono granulado'
'Corazón de buey',Níjar,7136,2.965232,NPK
Cherry,'Roquetas de Mar',1697,2.638704,'abono orgánico'
Kumato,Adra,1171,1.277626,'abono líquido'
Raf,'El Ejido',7210,2.322382,'abono líquido'
'Corazón de buey',Níjar,3388,1.183036,'abono foliar'
Raf,Adra,2138,3.512394,'abono foliar'
Kumato,Adra,4451,2.470082,'abono foliar'
Cherry,'Roquetas de Mar',8955,2.06876,'abono orgánico'
Raf,Almería,2936,2.479632,NPK
'Corazón de buey','Roquetas de Mar',5067,3.823965,NPK
Cherry,'El Ejido',9436,4.782558,'abono orgánico'
Raf,Almería,5982,4.075883,'abono granulado'
Cherry,Adra,5173,3.157107,NPK
Raf,Níjar,9275,3.275376,NPK
Raf,Níjar,1706,1.912533,'abono líquido'
Cherry,'Roquetas de Mar',1526,4.542199,'abono granulado'
Raf,'Roquetas de Mar',2356,2.757181,'abono orgánico'
Pera,'El Ejido',2286,4.272503,NPK
Raf,Níjar,7944,2.20342,'abono granulado'
Pera,Níjar,1693,3.317437,'abono líquido'
Cherry,Almería,7083,3.47707,'abono granulado'
Cherry,Adra,6580,2.316126,'abono líquido'
Pera,Adra,9431,2.99262,NPK
Cherry,Níjar,1043,2.80519,'abono líquido'
Kumato,Níjar,5821,1.355116,'abono líquido'
Kumato,Almería,9152,1.539068,'abono granulado'
Kumato,'Roquetas de Mar',4524,1.369365,'abono orgánico'
Pera,Adra,3197,2.259756,NPK
Pera,'Roquetas de Mar',2523,3.208213,'abono líquido'
'Corazón de buey',Níjar,8638,3.821317,'abono granulado'
Pera,'Roquetas de Mar',2101,1.369218,NPK
Kumato,'Roquetas de Mar',7962,4.528949,'abono granulado'
'Corazón de buey',Adra,9357,2.681386,'abono líquido'
Pera,'El Ejido',6986,1.239044,NPK
'Corazón de buey',Níjar,6204,3.884608,NPK
Kumato,Níjar,2736,1.520932,'abono foliar'
Cherry,'Roquetas de Mar',6616,1.052442,'abono foliar'
Kumato,Níjar,9877,3.329688,'abono granulado'
Kumato,Níjar,5390,4.594214,'abono líquido'
Raf,'El Ejido',9793,1.419714,'abono líquido'
'Corazón de buey','Roquetas de Mar',4724,2.429966,'abono foliar'
Cherry,Adra,1438,2.533668,'abono granulado'
Pera,Adra,6403,4.945514,'abono foliar'
'Corazón de buey',Adra,2310,1.177138,'abono granulado'
Pera,Almería,6280,3.721133,'abono foliar'
Raf,Almería,6917,2.108946,'abono líquido'
Cherry,'Roquetas de Mar',3161,2.625467,'abono orgánico'
Raf,Adra,7820,3.000928,NPK
'Corazón de buey',Níjar,4209,4.486548,'abono granulado'
'Corazón de buey',Adra,1932,1.265973,NPK
Kumato,Adra,8210,1.293135,'abono foliar'
Kumato,Almería,2478,4.857483,'abono foliar'
Kumato,Níjar,8796,4.660076,'abono granulado'
Pera,Almería,9581,2.199319,NPK
Cherry,Almería,9592,4.682369,'abono granulado'
Raf,Níjar,6030,3.646117,'abono líquido'
'Corazón de buey',Níjar,7677,3.313236,'abono granulado'
'Corazón de buey','El Ejido',8838,2.729668,'abono líquido'
'Corazón de buey',Adra,1830,1.953905,'abono líquido'
Kumato,'Roquetas de Mar',4271,3.612068,'abono líquido'
Raf,'Roquetas de Mar',7246,3.528909,'abono foliar'
Kumato,'El Ejido',7237,2.293081,'abono líquido'
Kumato,Almería,8809,2.747053,'abono orgánico'
Cherry,'El Ejido',1177,2.584335,'abono granulado'
'Corazón de buey',Níjar,1799,2.848581,'abono líquido'
Cherry,Adra,4399,4.832104,NPK
Raf,Adra,3983,4.105236,'abono granulado'
Pera,'Roquetas de Mar',8022,4.552124,'abono granulado'
'Corazón de buey',Almería,5878,4.097616,'abono orgánico'
Cherry,Níjar,1962,4.511795,'abono líquido'
Raf,Níjar,2764,1.386685,'abono granulado'
Kumato,Adra,8881,3.957815,'abono granulado'
Raf,'Roquetas de Mar',6102,2.83252,NPK
Cherry,'Roquetas de Mar',6932,1.280612,'abono foliar'
Raf,Almería,8480,4.24492,NPK
Raf,Níjar,1049,1.186529,'abono orgánico'
Raf,Almería,4331,4.939026,'abono foliar'
Cherry,'El Ejido',1576,3.978425,'abono líquido'
Kumato,Adra,3193,1.64737,'abono líquido'
Cherry,'El Ejido',9307,1.442596,'abono líquido'
Cherry,'Roquetas de Mar',4435,3.416975,'abono líquido'
Pera,Adra,3202,3.840763,'abono foliar'
Raf,Almería,9065,2.926686,'abono foliar'
'Corazón de buey',Adra,1432,1.930772,'abono orgánico'
Raf,'Roquetas de Mar',8743,1.551224,'abono foliar'
Cherry,Almería,8042,2.902813,'abono orgánico'
Cherry,Níjar,6128,4.565764,'abono orgánico'
'Corazón de buey',Almería,9423,2.234317,NPK
Raf,Adra,3108,2.497947,'abono granulado'
Cherry,'Roquetas de Mar',2543,1.793777,'abono líquido'
'Corazón de buey','El Ejido',8500,1.937443,'abono foliar'
Kumato,'El Ejido',7247,3.034018,'abono orgánico'
Pera,'El Ejido',1219,1.761927,'abono foliar'
Raf,'El Ejido',1929,4.045032,'abono líquido'
Raf,'El Ejido',4170,3.668186,'abono foliar'
Pera,Adra,5194,4.687744,'abono granulado'
Kumato,Almería,4563,4.561581,'abono orgánico'
Raf,'Roquetas de Mar',4574,3.150864,'abono líquido'
Cherry,'El Ejido',4632,2.029273,NPK
'Corazón de buey',Almería,5090,3.711747,'abono líquido'
Raf,'El Ejido',4770,2.015516,NPK
Cherry,'El Ejido',2839,4.94794,'abono orgánico'
Pera,Almería,5606,2.629529,'abono foliar'
'Corazón de buey',Níjar,7056,1.019926,'abono orgánico'
Kumato,'Roquetas de Mar',8279,3.959996,'abono granulado'
Kumato,Almería,6243,3.044803,'abono foliar'
Kumato,Almería,7775,1.859266,'abono orgánico'
Kumato,Almería,3025,4.54737,'abono granulado'
'Corazón de buey','El Ejido',1758,2.505981,'abono líquido'
Pera,'El Ejido',1234,3.272505,'abono foliar'
Pera,Adra,4223,3.763297,'abono granulado'
Cherry,Níjar,2631,1.439148,'abono foliar'
Pera,'El Ejido',7962,1.272418,'abono foliar'
Raf,'El Ejido',2202,3.989444,'abono granulado'
Kumato,'Roquetas de Mar',4046,1.230818,'abono foliar'
'Corazón de buey',Adra,8477,4.991063,'abono líquido'
Kumato,Almería,3626,1.188828,NPK
Cherry,Níjar,1932,2.988404,'abono granulado'
'Corazón de buey',Níjar,8220,2.081681,'abono líquido'
'Corazón de buey','El Ejido',3991,2.712926,'abono orgánico'
Raf,'El Ejido',6442,4.64155,'abono granulado'
Kumato,Níjar,9301,2.06486,'abono foliar'
Pera,Adra,4940,4.88402,'abono foliar'
Kumato,'El Ejido',9206,2.530385,'abono foliar'
Pera,'Roquetas de Mar',8269,1.573106,'abono orgánico'
Raf,Adra,3431,4.265997,'abono foliar'
Kumato,'Roquetas de Mar',1346,2.650356,'abono granulado'
Raf,Níjar,7794,4.079906,NPK
'Corazón de buey',Adra,2097,1.866088,'abono orgánico'
Kumato,Adra,7116,2.999704,NPK
Cherry,Níjar,8445,3.356924,'abono orgánico'
Raf,'El Ejido',4239,1.296173,NPK
Raf,Níjar,7015,4.207803,'abono orgánico'
Cherry,Almería,4989,1.187869,'abono foliar'
Raf,Adra,5169,3.499024,'abono líquido'
Pera,'El Ejido',6757,3.586985,'abono líquido'
Cherry,Adra,3317,4.151834,'abono granulado'
'Corazón de buey',Adra,5303,1.779084,'abono orgánico'
Raf,Almería,2891,3.567838,'abono líquido'
Pera,Adra,3257,1.431228,'abono granulado'
Pera,'El Ejido',4682,1.341314,'abono líquido'
'Corazón de buey',Adra,4124,4.012208,'abono granulado'
Cherry,'El Ejido',1030,3.896199,'abono granulado'
'Corazón de buey',Almería,6729,3.860024,'abono foliar'
Cherry,Almería,3063,3.91862,'abono foliar'
Raf,'El Ejido',6462,1.675261,'abono foliar'
Cherry,'El Ejido',2675,4.872718,'abono granulado'
Kumato,Almería,4441,2.62396,'abono líquido'
Cherry,Adra,4133,3.822901,'abono orgánico'
Pera,Adra,1151,2.750887,'abono granulado'
Pera,'El Ejido',1006,4.447338,'abono líquido'
Kumato,Níjar,6626,2.441165,'abono granulado'
Pera,Adra,8735,1.980573,'abono líquido'
