tipo,ubicacion,tamano,rendimiento,fertilizante
Cherry,Níjar,5671,muy bueno,abono orgánico
Kumato,Almería,2477,medio,abono líquido
Cherry,Níjar,8223,medio,abono orgánico
Kumato,Roquetas de Mar,7590,medio,abono orgánico
Kumato,Almería,7008,malo,abono foliar
Kumato,Almería,1181,muy bueno,abono foliar
Raf,El Ejido,3399,malo,abono foliar
Corazón de buey,Almería,9337,muy bueno,abono líquido
Cherry,Roquetas de Mar,4930,medio,abono líquido
Cherry,Almería,8775,bueno,NPK
Corazón de buey,Níjar,1157,medio,abono foliar
Pera,Adra,1547,bueno,NPK
Cherry,Níjar,7981,malo,abono foliar
Kumato,Almería,8703,malo,NPK
Raf,Adra,6774,bueno,abono líquido
Pera,Adra,7370,medio,abono líquido
Pera,Roquetas de Mar,7769,malo,abono líquido
Corazón de buey,El Ejido,1890,medio,abono granulado
Kumato,Almería,6474,bueno,NPK
Corazón de buey,Adra,2626,muy bueno,abono líquido
Corazón de buey,Adra,1551,bueno,abono foliar
Kumato,El Ejido,9815,medio,abono granulado
Corazón de buey,Roquetas de Mar,4856,bueno,NPK
Cherry,Adra,1958,muy bueno,NPK
Raf,Roquetas de Mar,4065,medio,abono líquido
Pera,El Ejido,8031,muy bueno,abono granulado
Cherry,Almería,9691,malo,abono granulado
Pera,Roquetas de Mar,4529,muy bueno,NPK
Cherry,Adra,6850,malo,abono líquido
Kumato,Adra,5657,malo,abono granulado
Pera,Almería,1143,bueno,abono líquido
Corazón de buey,Níjar,2826,bueno,abono líquido
Cherry,Almería,3692,bueno,NPK
Raf,Adra,9261,bueno,NPK
Raf,Almería,8002,bueno,abono orgánico
Raf,Níjar,8663,medio,abono foliar
Kumato,El Ejido,7046,medio,abono granulado
Corazón de buey,Roquetas de Mar,5230,malo,abono líquido
Pera,Roquetas de Mar,4762,muy bueno,NPK
Kumato,Almería,3860,muy bueno,NPK
Raf,El Ejido,1194,muy bueno,abono orgánico
Pera,Adra,7746,malo,abono granulado
Pera,Almería,5258,malo,abono líquido
Raf,Roquetas de Mar,3905,medio,abono foliar
Cherry,Adra,1221,bueno,abono orgánico
Kumato,Roquetas de Mar,2035,malo,NPK
Cherry,El Ejido,6614,bueno,abono líquido
Raf,Almería,2757,bueno,abono orgánico
Raf,Almería,3681,muy bueno,abono granulado
Raf,El Ejido,5234,malo,abono orgánico
Kumato,El Ejido,7658,muy bueno,abono orgánico
Cherry,Almería,1244,muy bueno,abono granulado
Cherry,Almería,5813,muy bueno,abono granulado
Corazón de buey,Almería,7286,medio,abono granulado
Pera,Níjar,2757,bueno,abono granulado
Pera,Almería,7306,malo,abono granulado
Pera,El Ejido,6339,malo,abono líquido
Raf,Adra,1773,malo,abono granulado
Corazón de buey,Adra,6232,bueno,NPK
Corazón de buey,Níjar,4574,bueno,abono orgánico
Raf,Níjar,7582,medio,abono líquido
Pera,Roquetas de Mar,8536,muy bueno,abono líquido
Raf,Adra,9681,bueno,abono granulado
Cherry,Roquetas de Mar,8402,medio,abono foliar
Cherry,El Ejido,4474,malo,NPK
Pera,Adra,2580,malo,NPK
Cherry,Almería,6755,bueno,abono orgánico
Cherry,Adra,7079,bueno,abono orgánico
Kumato,El Ejido,7102,muy bueno,abono orgánico
Cherry,El Ejido,3846,muy bueno,abono líquido
Raf,Níjar,6686,muy bueno,abono granulado
Raf,Roquetas de Mar,9653,bueno,abono orgánico
Pera,Adra,4298,medio,abono líquido
Kumato,Roquetas de Mar,5141,malo,abono orgánico
Cherry,Almería,9365,medio,abono foliar
Cherry,Roquetas de Mar,5222,bueno,NPK
Kumato,El Ejido,7657,bueno,abono orgánico
Kumato,Adra,2101,bueno,abono foliar
Corazón de buey,Níjar,9347,muy bueno,abono líquido
Cherry,Adra,5539,medio,abono granulado
Cherry,El Ejido,3846,medio,abono granulado
Kumato,Roquetas de Mar,1852,muy bueno,abono foliar
Pera,Roquetas de Mar,7690,muy bueno,abono líquido
Pera,Adra,2159,medio,NPK
Pera,Roquetas de Mar,1411,medio,abono granulado
Corazón de buey,Níjar,5999,medio,abono líquido
Raf,Almería,9131,bueno,abono líquido
Cherry,Níjar,9216,medio,NPK
Cherry,El Ejido,9815,muy bueno,abono granulado
Cherry,Almería,3393,malo,abono líquido
Kumato,Níjar,1009,medio,abono foliar
Pera,Roquetas de Mar,1743,medio,abono foliar
Cherry,El Ejido,1814,medio,abono foliar
Corazón de buey,Roquetas de Mar,3293,medio,abono foliar
Kumato,El Ejido,7497,malo,abono granulado
Corazón de buey,Roquetas de Mar,2761,muy bueno,abono líquido
Pera,Roquetas de Mar,6126,medio,abono líquido
Raf,Níjar,5046,bueno,abono granulado
Corazón de buey,Adra,8910,medio,NPK
Corazón de buey,Almería,6796,malo,abono orgánico
Pera,El Ejido,8174,medio,abono orgánico
Corazón de buey,El Ejido,7497,medio,abono líquido
Pera,Almería,8360,malo,abono líquido
Corazón de buey,Adra,3480,muy bueno,abono granulado
Corazón de buey,Adra,9342,bueno,abono granulado
Corazón de buey,Almería,7667,bueno,abono foliar
Corazón de buey,Níjar,3087,muy bueno,NPK
Kumato,Níjar,1836,malo,abono granulado
Corazón de buey,Roquetas de Mar,1425,medio,abono granulado
Pera,Roquetas de Mar,9600,muy bueno,abono granulado
Pera,Níjar,5145,bueno,abono foliar
Kumato,Almería,8693,medio,abono líquido
Cherry,Níjar,9313,bueno,abono orgánico
Cherry,Roquetas de Mar,9083,malo,abono orgánico
Raf,El Ejido,4483,muy bueno,NPK
Raf,El Ejido,8834,medio,abono foliar
Kumato,Almería,4890,muy bueno,abono orgánico
Kumato,Roquetas de Mar,9670,medio,NPK
Raf,Almería,4751,bueno,abono granulado
Corazón de buey,Roquetas de Mar,1629,bueno,abono foliar
Pera,El Ejido,5515,malo,abono granulado
Kumato,El Ejido,2977,medio,abono orgánico
Kumato,Almería,6227,bueno,abono líquido
Corazón de buey,Roquetas de Mar,6709,malo,abono orgánico
Pera,Roquetas de Mar,3928,bueno,abono granulado
Raf,Roquetas de Mar,6866,malo,abono líquido
Pera,Adra,9079,malo,abono orgánico
Cherry,Almería,4069,malo,abono foliar
Cherry,Roquetas de Mar,3218,medio,abono orgánico
Raf,El Ejido,1365,bueno,NPK
Kumato,Almería,7183,malo,abono orgánico
Corazón de buey,El Ejido,6021,malo,abono foliar
Corazón de buey,El Ejido,9022,bueno,abono foliar
Cherry,El Ejido,5910,malo,NPK
Pera,Almería,9788,muy bueno,abono foliar
Corazón de buey,Adra,4363,muy bueno,NPK
Corazón de buey,Adra,4502,bueno,abono granulado
Cherry,El Ejido,1256,bueno,abono foliar
Corazón de buey,Adra,4659,malo,abono foliar
Corazón de buey,Roquetas de Mar,4263,medio,abono orgánico
Kumato,Roquetas de Mar,6099,medio,abono foliar
Pera,Adra,7861,bueno,abono foliar
Cherry,Roquetas de Mar,5369,bueno,abono granulado
Pera,Adra,3977,muy bueno,abono foliar
Pera,Almería,1516,bueno,abono foliar
Cherry,Adra,4866,malo,abono foliar
Kumato,Adra,7593,bueno,NPK
Raf,Níjar,1494,medio,abono líquido
Raf,Níjar,9810,bueno,abono orgánico
Corazón de buey,Níjar,4688,bueno,abono orgánico
Raf,El Ejido,7499,medio,NPK
Pera,El Ejido,2477,malo,abono líquido
Cherry,El Ejido,6254,malo,abono foliar
Pera,El Ejido,1310,muy bueno,abono foliar
Cherry,Níjar,8148,malo,abono orgánico
Kumato,El Ejido,5186,malo,abono granulado
Raf,Almería,5232,medio,abono orgánico
Cherry,Níjar,9218,medio,abono foliar
Kumato,Adra,8926,muy bueno,NPK
Pera,El Ejido,5831,muy bueno,abono foliar
Corazón de buey,Almería,3393,malo,NPK
Kumato,El Ejido,9022,muy bueno,NPK
Cherry,Adra,2726,malo,abono orgánico
Corazón de buey,Adra,7989,bueno,abono granulado
Cherry,Roquetas de Mar,7620,malo,NPK
Raf,Roquetas de Mar,8152,bueno,abono líquido
Corazón de buey,El Ejido,4116,muy bueno,abono líquido
Pera,El Ejido,1790,malo,abono líquido
Cherry,Almería,2808,muy bueno,abono foliar
Corazón de buey,Níjar,1189,muy bueno,abono orgánico
Corazón de buey,Níjar,5272,medio,abono granulado
Kumato,Roquetas de Mar,5470,bueno,abono granulado
Kumato,Almería,1549,medio,NPK
Kumato,El Ejido,6842,medio,NPK
Corazón de buey,Adra,2617,muy bueno,abono granulado
Pera,El Ejido,3231,muy bueno,abono orgánico
Kumato,El Ejido,6582,medio,abono orgánico
Pera,Roquetas de Mar,4228,bueno,abono orgánico
Raf,El Ejido,6527,muy bueno,abono orgánico
Corazón de buey,Roquetas de Mar,2634,medio,abono líquido
Pera,Níjar,8712,malo,abono orgánico
Corazón de buey,El Ejido,7688,muy bueno,abono foliar
Cherry,Almería,7603,medio,abono granulado
Cherry,Adra,2685,bueno,abono orgánico
Kumato,Roquetas de Mar,3833,malo,NPK
Cherry,Almería,4206,bueno,abono orgánico
Cherry,Adra,1487,medio,abono foliar
Kumato,El Ejido,1866,bueno,abono orgánico
Kumato,Adra,7541,malo,abono orgánico
Pera,El Ejido,3916,muy bueno,abono líquido
Kumato,Roquetas de Mar,6645,bueno,abono líquido
Raf,Adra,9278,muy bueno,NPK
Raf,Adra,6931,bueno,abono líquido
Kumato,Adra,6399,bueno,abono líquido
Corazón de buey,El Ejido,9153,muy bueno,abono líquido
Pera,Adra,2503,bueno,NPK
Cherry,Níjar,9856,bueno,abono orgánico
Raf,El Ejido,8473,malo,NPK
Kumato,Almería,5410,malo,abono foliar
Kumato,Roquetas de Mar,8685,malo,abono orgánico
Pera,Níjar,6967,bueno,abono orgánico
Cherry,Adra,7162,malo,abono orgánico
Cherry,Níjar,7211,muy bueno,abono foliar
Raf,El Ejido,1959,malo,abono granulado
Kumato,Roquetas de Mar,9212,bueno,abono granulado
Kumato,El Ejido,2994,medio,abono granulado
Pera,Roquetas de Mar,5392,medio,NPK
Cherry,Almería,3597,malo,abono granulado
Corazón de buey,El Ejido,7236,muy bueno,abono líquido
Raf,El Ejido,8617,muy bueno,abono foliar
Pera,Adra,5584,medio,abono granulado
Kumato,Adra,1492,bueno,abono orgánico
Cherry,Roquetas de Mar,5715,muy bueno,abono granulado
Pera,Níjar,4010,muy bueno,abono foliar
Corazón de buey,Roquetas de Mar,8408,muy bueno,abono orgánico
Pera,Adra,9677,medio,abono líquido
Corazón de buey,Adra,8303,medio,abono granulado
Cherry,El Ejido,2536,bueno,NPK
Kumato,Adra,8400,muy bueno,abono granulado
Corazón de buey,Almería,8853,malo,abono granulado
Raf,Almería,5704,medio,abono foliar
Kumato,Almería,8407,muy bueno,abono líquido
Pera,Níjar,8854,bueno,abono foliar
Kumato,Roquetas de Mar,6638,medio,abono orgánico
Raf,Níjar,4376,malo,abono líquido
Pera,El Ejido,9493,muy bueno,abono líquido
Pera,Almería,4004,malo,abono orgánico
Pera,Almería,4296,malo,abono foliar
Kumato,Almería,6987,malo,abono líquido
Cherry,Níjar,4904,muy bueno,abono líquido
Kumato,El Ejido,4645,medio,abono orgánico
Raf,El Ejido,1046,malo,abono líquido
Corazón de buey,Almería,5018,bueno,abono granulado
Pera,Roquetas de Mar,4791,malo,abono granulado
Kumato,El Ejido,4188,medio,abono líquido
Corazón de buey,Almería,7039,muy bueno,abono foliar
Kumato,Adra,6889,muy bueno,NPK
Pera,Almería,7141,medio,NPK
Corazón de buey,Almería,3188,bueno,abono orgánico
Raf,Roquetas de Mar,5852,medio,abono granulado
Cherry,Roquetas de Mar,6543,malo,abono líquido
Corazón de buey,Almería,4166,bueno,abono líquido
Kumato,El Ejido,2435,muy bueno,NPK
Cherry,El Ejido,9946,muy bueno,abono foliar
Cherry,Adra,6195,medio,abono orgánico
Corazón de buey,Níjar,9049,malo,abono foliar
Pera,Níjar,9958,medio,abono granulado
Raf,Almería,3588,medio,abono granulado
Raf,Adra,1292,bueno,abono orgánico
Kumato,Adra,1049,bueno,NPK
Raf,Adra,9651,medio,abono foliar
Kumato,El Ejido,2518,muy bueno,abono granulado
Pera,El Ejido,6233,muy bueno,abono líquido
Pera,Adra,3347,malo,abono orgánico
Corazón de buey,Roquetas de Mar,9316,malo,abono foliar
Pera,Almería,4426,malo,abono orgánico
Pera,Almería,2698,bueno,abono granulado
Raf,Adra,8255,muy bueno,abono orgánico
Pera,El Ejido,9909,muy bueno,NPK
Pera,Níjar,8132,muy bueno,abono orgánico
Cherry,Almería,5031,bueno,NPK
Cherry,Adra,4306,malo,abono granulado
Cherry,Almería,3850,muy bueno,abono orgánico
Corazón de buey,Roquetas de Mar,1522,malo,abono orgánico
Kumato,Níjar,5831,medio,abono foliar
Kumato,Almería,2690,bueno,abono líquido
Raf,Roquetas de Mar,5001,malo,abono líquido
Kumato,Roquetas de Mar,2261,bueno,abono foliar
Pera,Almería,7797,malo,NPK
Pera,Roquetas de Mar,7121,bueno,abono granulado
Cherry,El Ejido,7397,malo,abono líquido
Corazón de buey,El Ejido,9539,medio,abono líquido
Kumato,Almería,8093,malo,NPK
Pera,Adra,4221,medio,NPK
Kumato,Adra,1414,bueno,abono foliar
Corazón de buey,Almería,4758,bueno,abono granulado
Corazón de buey,Níjar,4637,malo,abono foliar
Cherry,Adra,7168,muy bueno,abono orgánico
Corazón de buey,Roquetas de Mar,3802,bueno,abono líquido
Kumato,Níjar,2165,medio,abono granulado
Pera,El Ejido,9778,bueno,abono granulado
Cherry,Roquetas de Mar,4452,bueno,abono granulado
Kumato,Adra,3182,muy bueno,NPK
Kumato,Roquetas de Mar,9784,bueno,abono granulado
Kumato,Adra,5480,bueno,NPK
Cherry,El Ejido,9920,muy bueno,abono orgánico
Corazón de buey,Roquetas de Mar,2209,muy bueno,abono líquido
Raf,Almería,9231,medio,NPK
Cherry,Níjar,5726,muy bueno,abono granulado
Pera,Níjar,9504,malo,abono granulado
Kumato,Adra,3404,muy bueno,NPK
Pera,Roquetas de Mar,9387,malo,NPK
Raf,El Ejido,1897,bueno,NPK
Pera,Adra,2016,medio,NPK
Corazón de buey,El Ejido,4771,medio,abono orgánico
Raf,Almería,7282,medio,abono líquido
Kumato,Almería,8242,medio,abono líquido
Raf,Almería,9892,bueno,abono granulado
Corazón de buey,Níjar,4881,malo,abono orgánico
Cherry,El Ejido,7796,bueno,abono líquido
Cherry,Almería,4835,muy bueno,abono foliar
Kumato,Adra,1877,bueno,abono granulado
Pera,Roquetas de Mar,1170,medio,abono líquido
Kumato,Roquetas de Mar,4728,malo,abono foliar
Raf,Almería,9008,muy bueno,abono foliar
Pera,Almería,5905,malo,abono orgánico
Cherry,Almería,2166,muy bueno,abono líquido
Raf,Adra,9424,bueno,abono foliar
Raf,Níjar,5774,malo,abono líquido
Raf,Roquetas de Mar,9063,bueno,abono granulado
Pera,Níjar,2490,malo,abono líquido
Corazón de buey,El Ejido,5640,muy bueno,NPK
Pera,Almería,2160,malo,NPK
Raf,Almería,2144,malo,abono foliar
Corazón de buey,El Ejido,7648,bueno,abono foliar
Kumato,Adra,3984,medio,abono orgánico
Corazón de buey,Almería,8676,medio,abono granulado
Kumato,Adra,9250,muy bueno,abono foliar
Pera,Níjar,8655,medio,abono orgánico
Corazón de buey,Adra,3254,medio,abono foliar
Kumato,Níjar,6638,medio,abono granulado
Kumato,Adra,1363,medio,abono granulado
Raf,Níjar,9960,malo,abono líquido
Corazón de buey,Roquetas de Mar,9058,bueno,NPK
Cherry,Adra,2879,bueno,abono orgánico
Cherry,El Ejido,3104,medio,NPK
Cherry,Roquetas de Mar,9424,medio,abono foliar
Cherry,Adra,2546,malo,abono granulado
Raf,Adra,9521,bueno,abono orgánico
Cherry,Adra,4866,bueno,abono orgánico
Kumato,Níjar,7290,medio,abono orgánico
Raf,El Ejido,9780,medio,abono líquido
Pera,El Ejido,4720,medio,abono granulado
Corazón de buey,El Ejido,4448,muy bueno,abono foliar
Kumato,Roquetas de Mar,8912,medio,abono líquido
Raf,Níjar,4918,bueno,abono líquido
Corazón de buey,El Ejido,1095,muy bueno,abono orgánico
Cherry,Níjar,4421,bueno,abono orgánico
Corazón de buey,Adra,4569,medio,NPK
Pera,Almería,1519,bueno,abono granulado
Corazón de buey,El Ejido,3092,malo,abono líquido
Kumato,Almería,9002,muy bueno,abono foliar
Raf,Almería,7184,bueno,abono granulado
Pera,Roquetas de Mar,9126,bueno,abono orgánico
Cherry,Roquetas de Mar,9628,muy bueno,abono líquido
Pera,Almería,7222,bueno,abono orgánico
Raf,El Ejido,2735,medio,abono orgánico
Pera,Roquetas de Mar,5582,bueno,NPK
Cherry,Almería,2061,bueno,abono orgánico
Cherry,Níjar,5873,muy bueno,abono orgánico
Corazón de buey,Níjar,6786,bueno,NPK
Kumato,Almería,8652,bueno,NPK
Pera,Roquetas de Mar,1308,medio,abono foliar
Kumato,Almería,5264,bueno,abono granulado
Pera,Níjar,3677,muy bueno,abono granulado
Corazón de buey,Níjar,2467,malo,abono granulado
Raf,El Ejido,9332,bueno,NPK
Raf,Níjar,5616,muy bueno,abono orgánico
Raf,Níjar,9986,malo,abono foliar
Kumato,Níjar,2493,bueno,abono orgánico
Raf,Níjar,3475,muy bueno,abono foliar
Cherry,Adra,3994,muy bueno,abono granulado
Raf,Níjar,4007,malo,abono granulado
Corazón de buey,Roquetas de Mar,6336,medio,abono granulado
Pera,Níjar,3261,malo,abono foliar
Kumato,Adra,4611,bueno,abono foliar
Cherry,El Ejido,4552,muy bueno,NPK
Raf,Almería,2485,medio,abono granulado
Corazón de buey,Almería,5559,medio,NPK
Cherry,El Ejido,5386,malo,abono orgánico
Pera,El Ejido,1834,bueno,abono foliar
Kumato,Adra,1748,muy bueno,NPK
Raf,Níjar,6649,malo,abono orgánico
Corazón de buey,Adra,7010,medio,abono líquido
Kumato,Almería,7720,muy bueno,abono granulado
Corazón de buey,Adra,3958,muy bueno,NPK
Raf,El Ejido,8597,malo,abono líquido
Pera,Adra,6470,malo,abono granulado
Pera,Almería,4504,muy bueno,abono líquido
Raf,Roquetas de Mar,1365,muy bueno,abono líquido
Cherry,El Ejido,3007,muy bueno,abono orgánico
Kumato,Roquetas de Mar,1038,malo,abono granulado
Pera,Almería,8082,medio,abono orgánico
Corazón de buey,Níjar,4854,bueno,abono orgánico
Kumato,El Ejido,2184,muy bueno,abono granulado
Kumato,Almería,6924,muy bueno,abono orgánico
Cherry,Níjar,2080,malo,abono granulado
Corazón de buey,Almería,1984,muy bueno,abono granulado
Pera,Níjar,7443,malo,NPK
Kumato,Almería,9964,malo,abono foliar
Pera,Níjar,2651,medio,abono líquido
Pera,Almería,6630,malo,abono granulado
Cherry,Adra,6346,medio,abono orgánico
Corazón de buey,El Ejido,6606,muy bueno,abono foliar
Pera,Roquetas de Mar,4737,medio,abono foliar
Raf,Níjar,4970,medio,abono granulado
Kumato,Roquetas de Mar,2689,muy bueno,abono granulado
Cherry,Adra,7646,malo,abono orgánico
Pera,El Ejido,2347,muy bueno,abono foliar
Cherry,Níjar,8817,muy bueno,NPK
Raf,Adra,4615,bueno,abono líquido
Cherry,Roquetas de Mar,8961,medio,abono orgánico
Corazón de buey,Almería,2921,muy bueno,abono líquido
Cherry,Adra,8858,bueno,NPK
Raf,El Ejido,9127,malo,abono granulado
Pera,Roquetas de Mar,5068,medio,abono orgánico
Kumato,Almería,8279,muy bueno,abono granulado
Cherry,El Ejido,1993,muy bueno,abono granulado
Raf,Adra,8086,medio,abono foliar
Raf,Adra,4497,muy bueno,NPK
Kumato,Adra,1409,medio,NPK
Cherry,Almería,2643,bueno,abono líquido
Corazón de buey,El Ejido,5143,muy bueno,NPK
Raf,Adra,1754,malo,abono foliar
Cherry,El Ejido,6085,bueno,abono líquido
Raf,Roquetas de Mar,1928,malo,abono orgánico
Cherry,Níjar,1557,malo,abono granulado
Corazón de buey,El Ejido,7635,muy bueno,abono foliar
Cherry,Almería,9478,bueno,abono líquido
Corazón de buey,Almería,3997,muy bueno,abono granulado
Corazón de buey,Níjar,7462,malo,abono orgánico
Pera,Roquetas de Mar,2312,bueno,abono granulado
Kumato,Roquetas de Mar,2290,bueno,abono granulado
Raf,Almería,2019,malo,NPK
Kumato,Adra,2492,bueno,abono orgánico
Raf,Almería,5972,malo,NPK
Raf,Almería,9543,bueno,abono orgánico
Pera,Adra,2248,medio,abono líquido
Kumato,Níjar,9675,medio,NPK
Cherry,Níjar,5945,muy bueno,abono granulado
Raf,Adra,6618,medio,abono líquido
Cherry,El Ejido,5711,medio,NPK
Corazón de buey,Adra,4885,muy bueno,NPK
Corazón de buey,Roquetas de Mar,2368,muy bueno,abono foliar
Corazón de buey,Níjar,1837,muy bueno,abono líquido
Pera,Níjar,4857,medio,abono orgánico
Raf,Níjar,5412,bueno,NPK
Raf,Roquetas de Mar,7871,muy bueno,abono orgánico
Cherry,Roquetas de Mar,7463,medio,NPK
Corazón de buey,Adra,3178,medio,abono líquido
Cherry,El Ejido,9984,medio,abono orgánico
Kumato,Roquetas de Mar,8094,medio,abono líquido
Pera,Níjar,1689,malo,abono orgánico
Pera,Níjar,8073,medio,abono líquido
Kumato,Almería,3820,muy bueno,abono granulado
Kumato,El Ejido,1157,muy bueno,abono foliar
Kumato,El Ejido,5884,muy bueno,NPK
Pera,Níjar,7960,bueno,NPK
Corazón de buey,Roquetas de Mar,5228,medio,abono foliar
Pera,El Ejido,5867,bueno,abono orgánico
Corazón de buey,Roquetas de Mar,4340,medio,abono granulado
Pera,Almería,5181,medio,NPK
Kumato,Níjar,6525,muy bueno,abono granulado
Raf,Almería,7184,bueno,abono granulado
Corazón de buey,Roquetas de Mar,3551,malo,abono orgánico
Corazón de buey,Roquetas de Mar,4736,muy bueno,abono granulado
Raf,Níjar,2069,medio,NPK
Kumato,El Ejido,7174,bueno,abono foliar
Pera,Roquetas de Mar,6955,bueno,abono líquido
Corazón de buey,El Ejido,8509,muy bueno,abono líquido
Cherry,Adra,5998,malo,abono líquido
Kumato,Adra,4546,bueno,abono foliar
Raf,Almería,9234,muy bueno,abono foliar
Raf,Roquetas de Mar,6243,malo,abono granulado
Pera,Almería,8822,bueno,abono líquido
Raf,Adra,1203,bueno,abono líquido
Kumato,Roquetas de Mar,7735,malo,abono foliar
Corazón de buey,Roquetas de Mar,7937,bueno,abono granulado
Corazón de buey,El Ejido,4731,bueno,abono líquido
Pera,El Ejido,2561,malo,abono líquido
Kumato,Almería,3552,medio,abono granulado
Corazón de buey,El Ejido,5160,bueno,abono líquido
Corazón de buey,Níjar,9500,malo,abono granulado
Cherry,Almería,5166,bueno,NPK
Raf,El Ejido,1825,medio,abono orgánico
Corazón de buey,El Ejido,5145,malo,NPK
Cherry,Almería,4984,malo,NPK
Cherry,Roquetas de Mar,7033,medio,abono foliar
Pera,Almería,4436,bueno,NPK
Pera,Adra,9482,bueno,NPK
Kumato,Almería,4352,muy bueno,abono líquido
Cherry,El Ejido,5239,malo,abono líquido
Pera,Adra,4560,bueno,abono foliar
Kumato,Almería,6478,medio,abono foliar
Cherry,Almería,2286,malo,NPK
Corazón de buey,Almería,5260,muy bueno,abono granulado
Raf,Adra,6878,bueno,abono orgánico
Kumato,Níjar,3419,bueno,abono líquido
Cherry,Roquetas de Mar,3616,medio,abono granulado
Raf,El Ejido,6736,muy bueno,NPK
Raf,Adra,4143,malo,abono orgánico
Cherry,Níjar,5059,medio,abono granulado
Kumato,Adra,1170,medio,abono granulado
Raf,El Ejido,9638,malo,abono granulado
Cherry,Roquetas de Mar,1512,malo,abono orgánico
Corazón de buey,Almería,9963,muy bueno,abono orgánico
Raf,El Ejido,3216,muy bueno,abono foliar
Corazón de buey,El Ejido,1714,medio,abono granulado
Cherry,Níjar,5007,bueno,abono foliar
Pera,Níjar,8269,bueno,abono líquido
Corazón de buey,El Ejido,1195,medio,abono foliar
Kumato,Níjar,2767,muy bueno,abono líquido
Raf,Adra,1449,muy bueno,abono líquido
Corazón de buey,Almería,9127,muy bueno,abono granulado
Cherry,Almería,2561,malo,NPK
Kumato,Adra,2323,muy bueno,abono líquido
Pera,El Ejido,9195,bueno,abono foliar
Kumato,Níjar,3398,medio,abono orgánico
